"Date","Price","Open","High","Low","Vol.","Change %"
"26-11-2015","10,492.35","10,492.35","10,492.35","10,492.35","","0.67%"
"24-11-2015","10,422.86","10,422.86","10,422.86","10,422.86","","-0.23%"
"23-11-2015","10,446.40","10,446.40","10,446.40","10,446.40","","-0.09%"
"20-11-2015","10,456.11","10,456.11","10,456.11","10,456.11","","0.18%"
"19-11-2015","10,437.71","10,437.71","10,437.71","10,437.71","","1.44%"
"18-11-2015","10,290.03","10,290.03","10,290.03","10,290.03","","-1.35%"
"17-11-2015","10,430.78","10,430.78","10,430.78","10,430.78","","0.40%"
"16-11-2015","10,389.64","10,389.64","10,389.64","10,389.64","","0.57%"
"13-11-2015","10,330.60","10,330.60","10,330.60","10,330.60","","-0.80%"
"11-11-2015","10,414.07","10,414.07","10,414.07","10,414.07","","0.54%"
"10-11-2015","10,358.65","10,358.65","10,358.65","10,358.65","","-1.65%"
"09-11-2015","10,531.91","10,531.91","10,531.91","10,531.91","","-0.49%"
"06-11-2015","10,583.88","10,583.88","10,583.88","10,583.88","","-0.01%"
"05-11-2015","10,585.41","10,585.41","10,585.41","10,585.41","","-1.05%"
"04-11-2015","10,698.19","10,698.19","10,698.19","10,698.19","","-0.25%"
"03-11-2015","10,725.48","10,725.48","10,725.48","10,725.48","","0.12%"
"02-11-2015","10,712.32","10,712.32","10,712.32","10,712.32","","-0.19%"
"30-10-2015","10,732.25","10,732.25","10,732.25","10,732.25","","-0.56%"
"29-10-2015","10,792.35","10,792.35","10,792.35","10,792.35","","-0.73%"
"28-10-2015","10,871.42","10,871.42","10,871.42","10,871.42","","-0.75%"
"27-10-2015","10,953.26","10,953.26","10,953.26","10,953.26","","-0.33%"
"26-10-2015","10,990.02","10,990.02","10,990.02","10,990.02","","-0.42%"
"23-10-2015","11,036.44","11,036.44","11,036.44","11,036.44","","0.54%"
"21-10-2015","10,976.65","10,976.65","10,976.65","10,976.65","","-0.11%"
"20-10-2015","10,989.00","10,989.00","10,989.00","10,989.00","","-0.16%"
"19-10-2015","11,006.79","11,006.79","11,006.79","11,006.79","","0.46%"
"16-10-2015","10,956.47","10,956.47","10,956.47","10,956.47","","0.77%"
"15-10-2015","10,872.82","10,872.82","10,872.82","10,872.82","","0.88%"
"14-10-2015","10,777.67","10,777.67","10,777.67","10,777.67","","-0.29%"
"13-10-2015","10,809.32","10,809.32","10,809.32","10,809.32","","-0.15%"
"12-10-2015","10,825.14","10,825.14","10,825.14","10,825.14","","-0.56%"
"09-10-2015","10,886.38","10,886.38","10,886.38","10,886.38","","0.74%"
"08-10-2015","10,806.18","10,806.18","10,806.18","10,806.18","","-0.59%"
"07-10-2015","10,870.04","10,870.04","10,870.04","10,870.04","","0.30%"
"06-10-2015","10,837.50","10,837.50","10,837.50","10,837.50","","0.41%"
"05-10-2015","10,792.79","10,792.79","10,792.79","10,792.79","","2.12%"
"01-10-2015","10,568.94","10,568.94","10,568.94","10,568.94","","0.03%"
"30-09-2015","10,566.29","10,566.29","10,566.29","10,566.29","","1.35%"
"29-09-2015","10,425.93","10,425.93","10,425.93","10,425.93","","0.61%"
"28-09-2015","10,362.68","10,362.68","10,362.68","10,362.68","","-0.93%"
"24-09-2015","10,459.44","10,459.44","10,459.44","10,459.44","","0.29%"
"23-09-2015","10,429.44","10,429.44","10,429.44","10,429.44","","0.43%"
"22-09-2015","10,384.35","10,384.35","10,384.35","10,384.35","","-2.07%"
"21-09-2015","10,603.80","10,603.80","10,603.80","10,603.80","","-0.06%"
"18-09-2015","10,609.87","10,609.87","10,609.87","10,609.87","","1.05%"
"16-09-2015","10,499.73","10,499.73","10,499.73","10,499.73","","0.90%"
"15-09-2015","10,406.56","10,406.56","10,406.56","10,406.56","","-0.55%"
"14-09-2015","10,463.93","10,463.93","10,463.93","10,463.93","","1.07%"
"11-09-2015","10,353.54","10,353.54","10,353.54","10,353.54","","0.02%"
"10-09-2015","10,351.93","10,351.93","10,351.93","10,351.93","","-0.39%"
"09-09-2015","10,392.45","10,392.45","10,392.45","10,392.45","","1.70%"
"08-09-2015","10,219.21","10,219.21","10,219.21","10,219.21","","1.71%"
"07-09-2015","10,047.15","10,047.15","10,047.15","10,047.15","","-1.24%"
"04-09-2015","10,173.65","10,173.65","10,173.65","10,173.65","","-2.15%"
"03-09-2015","10,396.83","10,396.83","10,396.83","10,396.83","","1.39%"
"02-09-2015","10,254.61","10,254.61","10,254.61","10,254.61","","-0.88%"
"01-09-2015","10,346.16","10,346.16","10,346.16","10,346.16","","-2.29%"
"31-08-2015","10,588.80","10,588.80","10,588.80","10,588.80","","-0.38%"
"28-08-2015","10,629.49","10,629.49","10,629.49","10,629.49","","0.68%"
"27-08-2015","10,557.50","10,557.50","10,557.50","10,557.50","","2.02%"
"26-08-2015","10,348.40","10,348.40","10,348.40","10,348.40","","-1.12%"
"25-08-2015","10,465.46","10,465.46","10,465.46","10,465.46","","0.92%"
"24-08-2015","10,370.27","10,370.27","10,370.27","10,370.27","","-5.91%"
"21-08-2015","11,022.22","11,022.22","11,022.22","11,022.22","","-0.87%"
"20-08-2015","11,118.95","11,118.95","11,118.95","11,118.95","","-1.44%"
"19-08-2015","11,281.26","11,281.26","11,281.26","11,281.26","","0.34%"
"18-08-2015","11,243.28","11,243.28","11,243.28","11,243.28","","-0.13%"
"17-08-2015","11,257.56","11,257.56","11,257.56","11,257.56","","-0.48%"
"14-08-2015","11,312.32","11,312.32","11,312.32","11,312.32","","1.95%"
"13-08-2015","11,095.98","11,095.98","11,095.98","11,095.98","","0.08%"
"12-08-2015","11,086.67","11,086.67","11,086.67","11,086.67","","-1.33%"
"11-08-2015","11,236.57","11,236.57","11,236.57","11,236.57","","-0.74%"
"10-08-2015","11,320.25","11,320.25","11,320.25","11,320.25","","-0.46%"
"07-08-2015","11,372.02","11,372.02","11,372.02","11,372.02","","-0.27%"
"06-08-2015","11,402.67","11,402.67","11,402.67","11,402.67","","0.24%"
"05-08-2015","11,375.18","11,375.18","11,375.18","11,375.18","","0.60%"
"04-08-2015","11,307.41","11,307.41","11,307.41","11,307.41","","-0.31%"
"03-08-2015","11,342.11","11,342.11","11,342.11","11,342.11","","0.12%"
"31-07-2015","11,328.56","11,328.56","11,328.56","11,328.56","","1.32%"
"30-07-2015","11,180.79","11,180.79","11,180.79","11,180.79","","0.56%"
"29-07-2015","11,118.71","11,118.71","11,118.71","11,118.71","","0.46%"
"28-07-2015","11,068.18","11,068.18","11,068.18","11,068.18","","-0.29%"
"27-07-2015","11,100.03","11,100.03","11,100.03","11,100.03","","-1.88%"
"24-07-2015","11,313.22","11,313.22","11,313.22","11,313.22","","-0.79%"
"23-07-2015","11,403.83","11,403.83","11,403.83","11,403.83","","-0.48%"
"22-07-2015","11,459.27","11,459.27","11,459.27","11,459.27","","1.22%"
"21-07-2015","11,320.88","11,320.88","11,320.88","11,320.88","","-0.86%"
"20-07-2015","11,419.13","11,419.13","11,419.13","11,419.13","","-0.05%"
"17-07-2015","11,424.87","11,424.87","11,424.87","11,424.87","","0.02%"
"16-07-2015","11,422.48","11,422.48","11,422.48","11,422.48","","1.00%"
"15-07-2015","11,309.10","11,309.10","11,309.10","11,309.10","","0.88%"
"14-07-2015","11,210.85","11,210.85","11,210.85","11,210.85","","-0.06%"
"13-07-2015","11,217.67","11,217.67","11,217.67","11,217.67","","1.19%"
"10-07-2015","11,086.29","11,086.29","11,086.29","11,086.29","","0.39%"
"09-07-2015","11,043.14","11,043.14","11,043.14","11,043.14","","-0.37%"
"08-07-2015","11,084.34","11,084.34","11,084.34","11,084.34","","-1.73%"
"07-07-2015","11,279.56","11,279.56","11,279.56","11,279.56","","-0.13%"
"06-07-2015","11,294.60","11,294.60","11,294.60","11,294.60","","0.45%"
"03-07-2015","11,244.49","11,244.49","11,244.49","11,244.49","","0.47%"
"02-07-2015","11,191.50","11,191.50","11,191.50","11,191.50","","-0.06%"
"01-07-2015","11,197.83","11,197.83","11,197.83","11,197.83","","1.01%"
"30-06-2015","11,085.87","11,085.87","11,085.87","11,085.87","","0.60%"
"29-06-2015","11,019.47","11,019.47","11,019.47","11,019.47","","-0.75%"
"26-06-2015","11,102.52","11,102.52","11,102.52","11,102.52","","-0.20%"
"25-06-2015","11,124.95","11,124.95","11,124.95","11,124.95","","0.44%"
"24-06-2015","11,075.71","11,075.71","11,075.71","11,075.71","","-0.24%"
"23-06-2015","11,102.60","11,102.60","11,102.60","11,102.60","","0.34%"
"22-06-2015","11,064.89","11,064.89","11,064.89","11,064.89","","1.56%"
"19-06-2015","10,894.44","10,894.44","10,894.44","10,894.44","","0.63%"
"18-06-2015","10,825.96","10,825.96","10,825.96","10,825.96","","1.03%"
"17-06-2015","10,715.85","10,715.85","10,715.85","10,715.85","","0.55%"
"16-06-2015","10,657.23","10,657.23","10,657.23","10,657.23","","0.43%"
"15-06-2015","10,612.12","10,612.12","10,612.12","10,612.12","","0.47%"
"12-06-2015","10,562.76","10,562.76","10,562.76","10,562.76","","0.22%"
"11-06-2015","10,539.53","10,539.53","10,539.53","10,539.53","","-1.96%"
"10-06-2015","10,750.07","10,750.07","10,750.07","10,750.07","","1.27%"
"09-06-2015","10,615.01","10,615.01","10,615.01","10,615.01","","-0.27%"
"08-06-2015","10,643.82","10,643.82","10,643.82","10,643.82","","-0.87%"
"05-06-2015","10,737.17","10,737.17","10,737.17","10,737.17","","-0.16%"
"04-06-2015","10,754.83","10,754.83","10,754.83","10,754.83","","0.02%"
"03-06-2015","10,752.52","10,752.52","10,752.52","10,752.52","","-1.14%"
"02-06-2015","10,876.52","10,876.52","10,876.52","10,876.52","","-2.34%"
"01-06-2015","11,136.64","11,136.64","11,136.64","11,136.64","","0.01%"
"29-05-2015","11,135.85","11,135.85","11,135.85","11,135.85","","1.38%"
"28-05-2015","10,984.45","10,984.45","10,984.45","10,984.45","","-0.16%"
"27-05-2015","11,001.96","11,001.96","11,001.96","11,001.96","","-0.05%"
"26-05-2015","11,008.00","11,008.00","11,008.00","11,008.00","","-0.37%"
"25-05-2015","11,049.00","11,049.00","11,049.00","11,049.00","","-1.05%"
"22-05-2015","11,166.12","11,166.12","11,166.12","11,166.12","","0.45%"
"21-05-2015","11,116.00","11,116.00","11,116.00","11,116.00","","-0.02%"
"20-05-2015","11,118.14","11,118.14","11,118.14","11,118.14","","0.69%"
"19-05-2015","11,042.12","11,042.12","11,042.12","11,042.12","","-0.10%"
"18-05-2015","11,052.70","11,052.70","11,052.70","11,052.70","","1.35%"
"15-05-2015","10,905.75","10,905.75","10,905.75","10,905.75","","0.46%"
"14-05-2015","10,855.42","10,855.42","10,855.42","10,855.42","","-0.14%"
"13-05-2015","10,870.30","10,870.30","10,870.30","10,870.30","","1.34%"
"12-05-2015","10,727.03","10,727.03","10,727.03","10,727.03","","-2.38%"
"11-05-2015","10,988.82","10,988.82","10,988.82","10,988.82","","1.63%"
"08-05-2015","10,812.25","10,812.25","10,812.25","10,812.25","","1.71%"
"07-05-2015","10,630.43","10,630.43","10,630.43","10,630.43","","-0.49%"
"06-05-2015","10,682.81","10,682.81","10,682.81","10,682.81","","-2.74%"
"05-05-2015","10,983.33","10,983.33","10,983.33","10,983.33","","-0.09%"
"04-05-2015","10,992.81","10,992.81","10,992.81","10,992.81","","1.84%"
"30-04-2015","10,794.27","10,794.27","10,794.27","10,794.27","","-0.71%"
"29-04-2015","10,871.15","10,871.15","10,871.15","10,871.15","","-0.55%"
"28-04-2015","10,931.63","10,931.63","10,931.63","10,931.63","","0.87%"
"27-04-2015","10,836.88","10,836.88","10,836.88","10,836.88","","-1.10%"
"24-04-2015","10,957.58","10,957.58","10,957.58","10,957.58","","-1.10%"
"23-04-2015","11,079.67","11,079.67","11,079.67","11,079.67","","-0.37%"
"22-04-2015","11,121.12","11,121.12","11,121.12","11,121.12","","0.62%"
"21-04-2015","11,052.56","11,052.56","11,052.56","11,052.56","","-0.83%"
"20-04-2015","11,145.37","11,145.37","11,145.37","11,145.37","","-1.83%"
"17-04-2015","11,353.68","11,353.68","11,353.68","11,353.68","","-1.16%"
"16-04-2015","11,486.56","11,486.56","11,486.56","11,486.56","","-0.50%"
"15-04-2015","11,543.96","11,543.96","11,543.96","11,543.96","","-0.95%"
"13-04-2015","11,654.49","11,654.49","11,654.49","11,654.49","","0.61%"
"10-04-2015","11,583.75","11,583.75","11,583.75","11,583.75","","0.02%"
"09-04-2015","11,581.01","11,581.01","11,581.01","11,581.01","","0.73%"
"08-04-2015","11,496.74","11,496.74","11,496.74","11,496.74","","0.63%"
"07-04-2015","11,425.33","11,425.33","11,425.33","11,425.33","","0.00%"
"06-04-2015","11,424.83","11,424.83","11,424.83","11,424.83","","0.86%"
"01-04-2015","11,327.63","11,327.63","11,327.63","11,327.63","","1.12%"
"31-03-2015","11,201.99","11,201.99","11,201.99","11,201.99","","-0.02%"
"30-03-2015","11,203.71","11,203.71","11,203.71","11,203.71","","1.81%"
"27-03-2015","11,004.63","11,004.63","11,004.63","11,004.63","","-0.01%"
"26-03-2015","11,005.59","11,005.59","11,005.59","11,005.59","","-2.21%"
"25-03-2015","11,254.51","11,254.51","11,254.51","11,254.51","","-0.13%"
"24-03-2015","11,269.62","11,269.62","11,269.62","11,269.62","","-0.07%"
"23-03-2015","11,277.98","11,277.98","11,277.98","11,277.98","","-0.23%"
"20-03-2015","11,304.37","11,304.37","11,304.37","11,304.37","","-0.67%"
"19-03-2015","11,380.91","11,380.91","11,380.91","11,380.91","","-0.59%"
"18-03-2015","11,448.46","11,448.46","11,448.46","11,448.46","","-0.43%"
"17-03-2015","11,497.78","11,497.78","11,497.78","11,497.78","","1.04%"
"16-03-2015","11,378.97","11,378.97","11,378.97","11,378.97","","-0.17%"
"13-03-2015","11,398.21","11,398.21","11,398.21","11,398.21","","-1.46%"
"12-03-2015","11,567.25","11,567.25","11,567.25","11,567.25","","0.88%"
"11-03-2015","11,466.50","11,466.50","11,466.50","11,466.50","","-0.14%"
"10-03-2015","11,482.40","11,482.40","11,482.40","11,482.40","","-0.51%"
"09-03-2015","11,541.34","11,541.34","11,541.34","11,541.34","","-2.02%"
"05-03-2015","11,779.43","11,779.43","11,779.43","11,779.43","","0.17%"
"04-03-2015","11,759.58","11,759.58","11,759.58","11,759.58","","-0.82%"
"03-03-2015","11,856.58","11,856.58","11,856.58","11,856.58","","0.51%"
"02-03-2015","11,796.73","11,796.73","11,796.73","11,796.73","","0.63%"
"28-02-2015","11,723.28","11,723.28","11,723.28","11,723.28","","0.65%"
"27-02-2015","11,647.90","11,647.90","11,647.90","11,647.90","","1.85%"
"26-02-2015","11,436.20","11,436.20","11,436.20","11,436.20","","-0.95%"
"25-02-2015","11,546.02","11,546.02","11,546.02","11,546.02","","0.06%"
"24-02-2015","11,539.22","11,539.22","11,539.22","11,539.22","","0.08%"
"23-02-2015","11,529.79","11,529.79","11,529.79","11,529.79","","-0.89%"
"20-02-2015","11,633.41","11,633.41","11,633.41","11,633.41","","-0.69%"
"19-02-2015","11,714.65","11,714.65","11,714.65","11,714.65","","0.30%"
"18-02-2015","11,680.18","11,680.18","11,680.18","11,680.18","","0.69%"
"16-02-2015","11,600.46","11,600.46","11,600.46","11,600.46","","0.04%"
"13-02-2015","11,595.25","11,595.25","11,595.25","11,595.25","","1.08%"
"12-02-2015","11,471.52","11,471.52","11,471.52","11,471.52","","0.98%"
"11-02-2015","11,360.75","11,360.75","11,360.75","11,360.75","","0.72%"
"10-02-2015","11,279.29","11,279.29","11,279.29","11,279.29","","0.46%"
"09-02-2015","11,227.70","11,227.70","11,227.70","11,227.70","","-1.56%"
"06-02-2015","11,405.06","11,405.06","11,405.06","11,405.06","","-0.58%"
"05-02-2015","11,471.77","11,471.77","11,471.77","11,471.77","","-0.14%"
"04-02-2015","11,487.57","11,487.57","11,487.57","11,487.57","","-0.37%"
"03-02-2015","11,529.72","11,529.72","11,529.72","11,529.72","","-0.46%"
"02-02-2015","11,583.49","11,583.49","11,583.49","11,583.49","","-0.13%"
"30-01-2015","11,598.64","11,598.64","11,598.64","11,598.64","","-1.60%"
"29-01-2015","11,787.53","11,787.53","11,787.53","11,787.53","","0.43%"
"28-01-2015","11,737.42","11,737.42","11,737.42","11,737.42","","0.04%"
"27-01-2015","11,732.39","11,732.39","11,732.39","11,732.39","","0.85%"
"23-01-2015","11,633.06","11,633.06","11,633.06","11,633.06","","0.85%"
"22-01-2015","11,535.32","11,535.32","11,535.32","11,535.32","","0.37%"
"21-01-2015","11,492.40","11,492.40","11,492.40","11,492.40","","0.39%"
"20-01-2015","11,447.77","11,447.77","11,447.77","11,447.77","","1.69%"
"19-01-2015","11,257.01","11,257.01","11,257.01","11,257.01","","0.43%"
"16-01-2015","11,208.42","11,208.42","11,208.42","11,208.42","","0.23%"
"15-01-2015","11,182.52","11,182.52","11,182.52","11,182.52","","2.62%"
"14-01-2015","10,897.36","10,897.36","10,897.36","10,897.36","","-0.26%"
"13-01-2015","10,926.16","10,926.16","10,926.16","10,926.16","","-0.28%"
"12-01-2015","10,957.22","10,957.22","10,957.22","10,957.22","","0.46%"
"09-01-2015","10,906.56","10,906.56","10,906.56","10,906.56","","0.61%"
"08-01-2015","10,840.84","10,840.84","10,840.84","10,840.84","","1.64%"
"07-01-2015","10,666.38","10,666.38","10,666.38","10,666.38","","-0.31%"
"06-01-2015","10,699.62","10,699.62","10,699.62","10,699.62","","-3.00%"
"05-01-2015","11,030.18","11,030.18","11,030.18","11,030.18","","-0.20%"
"02-01-2015","11,052.57","11,052.57","11,052.57","11,052.57","","1.35%"
"01-01-2015","10,905.87","10,905.87","10,905.87","10,905.87","","0.02%"
"31-12-2014","10,904.18","10,904.18","10,904.18","10,904.18","","0.42%"
"30-12-2014","10,858.82","10,858.82","10,858.82","10,858.82","","0.02%"
"29-12-2014","10,856.23","10,856.23","10,856.23","10,856.23","","0.56%"
"26-12-2014","10,796.22","10,796.22","10,796.22","10,796.22","","0.33%"
"24-12-2014","10,761.16","10,761.16","10,761.16","10,761.16","","-1.12%"
"23-12-2014","10,883.52","10,883.52","10,883.52","10,883.52","","-0.68%"
"22-12-2014","10,958.56","10,958.56","10,958.56","10,958.56","","1.20%"
"19-12-2014","10,828.45","10,828.45","10,828.45","10,828.45","","0.81%"
"18-12-2014","10,741.73","10,741.73","10,741.73","10,741.73","","1.61%"
"17-12-2014","10,571.25","10,571.25","10,571.25","10,571.25","","-0.47%"
"16-12-2014","10,620.96","10,620.96","10,620.96","10,620.96","","-1.83%"
"15-12-2014","10,818.45","10,818.45","10,818.45","10,818.45","","-0.05%"
"12-12-2014","10,824.36","10,824.36","10,824.36","10,824.36","","-0.83%"
"11-12-2014","10,914.91","10,914.91","10,914.91","10,914.91","","-0.75%"
"10-12-2014","10,997.53","10,997.53","10,997.53","10,997.53","","0.18%"
"09-12-2014","10,977.83","10,977.83","10,977.83","10,977.83","","-1.16%"
"08-12-2014","11,106.22","11,106.22","11,106.22","11,106.22","","-1.17%"
"05-12-2014","11,237.89","11,237.89","11,237.89","11,237.89","","-0.31%"
"04-12-2014","11,272.28","11,272.28","11,272.28","11,272.28","","0.31%"
"03-12-2014","11,237.05","11,237.05","11,237.05","11,237.05","","0.15%"
"02-12-2014","11,219.98","11,219.98","11,219.98","11,219.98","","-0.36%"
"01-12-2014","11,261.08","11,261.08","11,261.08","11,261.08","","-0.38%"
"28-11-2014","11,303.65","11,303.65","11,303.65","11,303.65","","1.11%"
"27-11-2014","11,179.89","11,179.89","11,179.89","11,179.89","","0.22%"
"26-11-2014","11,155.59","11,155.59","11,155.59","11,155.59","","0.15%"
"25-11-2014","11,138.95","11,138.95","11,138.95","11,138.95","","-0.79%"
"24-11-2014","11,227.19","11,227.19","11,227.19","11,227.19","","0.62%"
"21-11-2014","11,157.68","11,157.68","11,157.68","11,157.68","","0.90%"
"20-11-2014","11,058.39","11,058.39","11,058.39","11,058.39","","0.23%"
"19-11-2014","11,032.59","11,032.59","11,032.59","11,032.59","","-0.52%"
"18-11-2014","11,089.98","11,089.98","11,089.98","11,089.98","","-0.06%"
"17-11-2014","11,096.32","11,096.32","11,096.32","11,096.32","","0.49%"
"14-11-2014","11,042.61","11,042.61","11,042.61","11,042.61","","0.38%"
"13-11-2014","11,000.37","11,000.37","11,000.37","11,000.37","","-0.30%"
"12-11-2014","11,033.19","11,033.19","11,033.19","11,033.19","","0.25%"
"11-11-2014","11,006.04","11,006.04","11,006.04","11,006.04","","0.22%"
"10-11-2014","10,981.77","10,981.77","10,981.77","10,981.77","","0.09%"
"07-11-2014","10,972.24","10,972.24","10,972.24","10,972.24","","-0.02%"
"05-11-2014","10,973.95","10,973.95","10,973.95","10,973.95","","0.17%"
"03-11-2014","10,955.32","10,955.32","10,955.32","10,955.32","","0.03%"
"31-10-2014","10,952.14","10,952.14","10,952.14","10,952.14","","1.88%"
"30-10-2014","10,749.57","10,749.57","10,749.57","10,749.57","","0.97%"
"29-10-2014","10,645.96","10,645.96","10,645.96","10,645.96","","0.79%"
"28-10-2014","10,562.48","10,562.48","10,562.48","10,562.48","","0.45%"
"27-10-2014","10,515.22","10,515.22","10,515.22","10,515.22","","-0.29%"
"23-10-2014","10,545.31","10,545.31","10,545.31","10,545.31","","0.23%"
